Author,Site,Lon,Lat,Country,State_City,MAT_original,MAP_original,MAT,MAP,Elevation,SoilOrder_LEN_USDA_original,SoilOrder_LEN_USDA,Suborder,SoilOrder,SoilTextureClass,VegLocal,VegType_Species,VegTypeCode_Local_original,VegTypeCode_Local,VegTypeCodeStr_Local,clim_code_whittaker,clim_code,ParentMaterial,Slope,SlopePosition,Aspect,Abovegd_litterfall,DrainedClass,Core_Layer_Name,Hzn1,Hzn2,Hzn3,HorizonDesignation,Layer_top,Layer_bottom,Layer_top_norm,Layer_bottom_norm,ProfileID,ProfileZeroDesignation,d13C,D14C_BulkLayer_text,D14C_BulkLayer,D14C_err,14C_age,14C_age_sigma,TT,Terrace Age,FractionModern,FractionModern_sigma,SampleYear,Measurement_Year,BulkDensity_original,BulkDensity,SpecificSurfaceArea,PH_H2O,pct_C_original,pct_C,pct_N,CN,Cmass,sand_pct,silt_pct,clay_pct,cation_exch,Fe_d,Fe_o,Fep,Alp,Ald,Alo,Feo and Alo,Fep,Alp,Feo,Alo,Fed,Ald,Al,Fe,Fe-oxideMinerals,Smectite,nonxtalline,poorly_crystalline_aluminosilicate,noncrystalline_minerals_pct_weight,notes,reference,doi,title,USDA classificiation,Brazilian classification,FAO classification ,AMS lab ,number,avail P extr with HCl_H2SO4,Ext Ca_withKCl,Ext Mg_with_KCl,Ext Al _with_KCl
Chiti_2009_Geoderma,Brasschaat - Quercus,4.5206,51.3092,Belgium,Campine,,,10.64242424,837.7727273,16,,Spo,,,,quercus,,2,2,temperate forest,2,4,,,,,,,,,,,BA,4,8,4,8,377,top of mineral soil,,0.1,0.1,5,708,44,,,100,0.5,2003,,,1.368,,,9,0.9,,,0.012312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiti_2009_Geoderma,Brasschaat - Quercus,4.5206,51.3092,Belgium,Campine,,,10.64242424,837.7727273,16,,Spo,,,,quercus,,2,2,temperate forest,2,4,,,,,,,,,,,B,12,22,12,22,377,top of mineral soil,,-82.7,-82.7,4.6,1282,37,,,91.7,0.5,2003,,,1.374,,,8.6,0.86,,,0.0118164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiti_2009_Geoderma,Brasschaat - Quercus,4.5206,51.3092,Belgium,Campine,,,10.64242424,837.7727273,16,,Spo,,,,quercus,,2,2,temperate forest,2,4,,,,,,,,,,,B,35,45,35,45,377,top of mineral soil,,-69,-69,4.8,1686,40,,,93.1,0.5,2003,,,1.374,,,8.6,0.86,,,0.0118164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiti_2009_Geoderma,Brasschaat - Pinus,4.5206,51.3092,Belgium,Campine,,,10.64242424,837.7727273,16,,Spo,,,,Pinus sylvestris L.,,2,2,temperate forest,2,4,,,,,,,,,,,A1,0,4,0,4,378,top of mineral soil,,3.5,3.5,3.7,-1011,39,,,100.4,0.4,2003,,,1.272,,,15.9,1.59,,,0.0202248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiti_2009_Geoderma,Brasschaat - Pinus,4.5206,51.3092,Belgium,Campine,,,10.64242424,837.7727273,16,,Spo,,,,Pinus sylvestris L.,,2,2,temperate forest,2,4,,,,,,,,,,,A1,4,8,4,8,378,top of mineral soil,,-137,-137,4.4,-1,40,,,86.3,0.4,2003,,,1.272,,,15.9,1.59,,,0.0202248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiti_2009_Geoderma,Brasschaat - Pinus,4.5206,51.3092,Belgium,Campine,,,10.64242424,837.7727273,16,,Spo,,,,Pinus sylvestris L.,,2,2,temperate forest,2,4,,,,,,,,,,,A2,12,22,12,22,378,top of mineral soil,,-151.7,-151.7,4.4,642,40,,,84.8,0.4,2003,,,1.203,,,22,2.2,,,0.026466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiti_2009_Geoderma,Brasschaat - Pinus,4.5206,51.3092,Belgium,Campine,,,10.64242424,837.7727273,16,,Spo,,,,Pinus sylvestris L.,,2,2,temperate forest,2,4,,,,,,,,,,,A2,35,45,35,45,378,top of mineral soil,,-164.7,-164.7,4.2,523,51,,,83.5,0.4,2003,,,1.203,,,22,2.2,,,0.026466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiti_2009_Geoderma,Brasschaat - Quercus,4.5206,51.3092,Belgium,Campine,,,10.64242424,837.7727273,16,,Spo,,,,quercus,,2,2,temperate forest,2,4,,,,,,,,,,,A,0,4,0,4,379,top of mineral soil,,9.2,9.2,5.7,-28,30,,,100.9,0.6,2003,,,0.987,,,47.8,4.78,,,0.0471786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiti_2009_Geoderma,Brasschaat - Quercus,4.5206,51.3092,Belgium,Campine,,,10.64242424,837.7727273,16,,Spo,,,,quercus,,2,2,temperate forest,2,4,,,,,,,,,,,BA,4,8,4,8,379,top of mineral soil,,-78.2,-78.2,4.6,1133,40,,,92.2,0.5,2003,,,1.368,,,9,0.9,,,0.012312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiti_2009_Geoderma,Brasschaat - Quercus,4.5206,51.3092,Belgium,Campine,,,10.64242424,837.7727273,16,,Spo,,,,quercus,,2,2,temperate forest,2,4,,,,,,,,,,,B,12,22,12,22,379,top of mineral soil,,-142.1,-142.1,4.5,1270,41,,,85.8,0.5,2003,,,1.374,,,8.6,0.86,,,0.0118164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiti_2009_Geoderma,Brasschaat - Quercus,4.5206,51.3092,Belgium,Campine,,,10.64242424,837.7727273,16,,Spo,,,,quercus,,2,2,temperate forest,2,4,,,,,,,,,,,B,35,45,35,45,379,top of mineral soil,,-194.9,-194.9,4.1,1394,40,,,80.5,0.4,2003,,,1.374,,,8.6,0.86,,,0.0118164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elzein_1995_SSSAJ,Marly Orjon Elzein,2.05,48.87,France,,,,11.71439394,618.0636364,175,,Alf,,,,"oak, beech and hornbean",,2,2,temperate forest,2,4,,,,,,,,,,,OL,0,1,-2,-1,502,top of mineral soil,,147,147,22,70,30,,,114.7,2.2,1993,,,0.12,,,430,43,,,0.0516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elzein_1995_SSSAJ,Marly Orjon Elzein,2.05,48.87,France,,,,11.71439394,618.0636364,175,,Alf,,,,"oak, beech and hornbean",,2,2,temperate forest,2,4,,,,,,,,,,,OF,1,2,-1,0,502,top of mineral soil,,179,179,11,510,40,,,117.9,1.1,1993,,,0.12,,,372,37.2,,,0.04464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elzein_1995_SSSAJ,Marly Orjon Elzein,2.05,48.87,France,,,,11.71439394,618.0636364,175,,Alf,,,,"oak, beech and hornbean",,2,2,temperate forest,2,4,,,,,,,,,,,,2,3,0,1,502,top of mineral soil,,185,185,11,1050,50,,,118.5,1.1,1993,,,0.729,,,91.38,9.138,,,0.06661602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elzein_1995_SSSAJ,Marly Orjon Elzein,2.05,48.87,France,,,,11.71439394,618.0636364,175,,Alf,,,,"oak, beech and hornbean",,2,2,temperate forest,2,4,,,,,,,,,,,,3,5,1,3,502,top of mineral soil,,177,177,11,2350,70,,,117.7,1.1,1993,,,0.97,,,50.26,5.026,,,0.0487522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elzein_1995_SSSAJ,Marly Orjon Elzein,2.05,48.87,France,,,,11.71439394,618.0636364,175,,Alf,,,,"oak, beech and hornbean",,2,2,temperate forest,2,4,,,,,,,,,,,,5,9,3,7,502,top of mineral soil,,78,78,10,,,,,107.8,1,1993,,,1.172,,,25.12,2.512,,,0.02944064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elzein_1995_SSSAJ,Marly Orjon Elzein,2.05,48.87,France,,,,11.71439394,618.0636364,175,,Alf,,,,"oak, beech and hornbean",,2,2,temperate forest,2,4,,,,,,,,,,,,9,17,7,15,502,top of mineral soil,,23,23,9,,,,,102.3,0.9,1993,,,1.382,,,8.12,0.812,,,0.01122184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elzein_1995_SSSAJ,Marly Orjon Elzein,2.05,48.87,France,,,,11.71439394,618.0636364,175,,Alf,,,,"oak, beech and hornbean",,2,2,temperate forest,2,4,,,,,,,,,,,,17,32,15,30,502,top of mineral soil,,9,9,9,,,,,100.9,0.9,1993,,,1.522,,,2.01,0.201,,,0.00305922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elzein_1995_SSSAJ,Marly Orjon Elzein,2.05,48.87,France,,,,11.71439394,618.0636364,175,,Alf,,,,"oak, beech and hornbean",,2,2,temperate forest,2,4,,,,,,,,,,,,32,52,30,50,502,top of mineral soil,,-13,-13,11,,,,,98.7,1.1,1993,,,1.551,,,1.26,0.126,,,0.00195426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elzein_1995_SSSAJ,Marly Orjon Elzein,2.05,48.87,France,,,,11.71439394,618.0636364,175,,Alf,,,,"oak, beech and hornbean",,2,2,temperate forest,2,4,,,,,,,,,,,,62,82,60,80,502,top of mineral soil,,-109,-109,14,,,,,89.1,1.4,1993,,,1.563,,,1,0.1,,,0.001563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elzein_1995_SSSAJ,Marly Orjon Elzein,2.05,48.87,France,,,,11.71439394,618.0636364,175,,Alf,,,,"oak, beech and hornbean",,2,2,temperate forest,2,4,,,,,,,,,,,,92,112,90,110,502,top of mineral soil,,-265,-265,9,,,,,73.5,0.9,1993,,,1.582,,,0.64,0.064,,,0.00101248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, moder",1.17,48.33,France,,,,11.40151515,652.3181818,130,Alf,Alf,,luvisol,,Fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OL,0,2.4,-5.2,-2.8,498,top of mineral soil,,98,98,5,,,,,109.1,0.47,2008,,,0.12,,,467.5,46.75,,,0.0561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, moder",1.17,48.33,France,,,,11.40151515,652.3181818,130,Alf,Alf,,luvisol,,Fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OF,2.4,3.7,-2.8,-1.5,498,top of mineral soil,,134,134,5,42,39,,,112.68,0.47,2008,,,0.12,,,396.8,39.68,,,0.047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, moder",1.17,48.33,France,,,,11.40151515,652.3181818,130,Alf,Alf,,luvisol,,Fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OH,3.7,5.2,-1.5,0,498,top of mineral soil,,154,154,6,654,38,,,114.68,0.63,2008,,,0.12,,,299.7,29.97,,,0.035964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, moder",1.17,48.33,France,,,,11.40151515,652.3181818,130,Alf,Alf,,luvisol,,Fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A11,5.2,9.2,0,4,498,top of mineral soil,,94,94,6,1164,38,,,108.69,0.55,2008,,,0.573,,,124.5,12.45,,,0.0713385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, moder",1.17,48.33,France,,,,11.40151515,652.3181818,130,Alf,Alf,,luvisol,,Fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A12,9.2,13.7,4,8.5,498,top of mineral soil,,27,27,5,,,,,102.03,0.51,2008,,,0.972,,,49.9,4.99,,,0.0485028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, moder",1.17,48.33,France,,,,11.40151515,652.3181818,130,Alf,Alf,,luvisol,,Fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A21,13.7,20.2,8.5,15,498,top of mineral soil,,16,16,5,,,,,100.99,0.5,2008,,,1.132,,,29.4,2.94,,,0.0332808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, moder",1.17,48.33,France,,,,11.40151515,652.3181818,130,Alf,Alf,,luvisol,,Fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A22+A23,20.2,35.2,15,30,498,top of mineral soil,,-78,-78,4,,,,,91.61,0.44,2008,,,1.317,,,12.4,1.24,,,0.0163308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, moder",1.17,48.33,France,,,,11.40151515,652.3181818,130,Alf,Alf,,luvisol,,Fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A24+A25,35.2,50.2,30,45,498,top of mineral soil,,-165,-165,4,,,,,83.02,0.41,2008,,,1.404,,,6.9,0.69,,,0.0096876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, mull",1.17,48.33,France,,,,11.28560606,651.2818182,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OL,0,2,-3,-1,497,top of mineral soil,,201,201,5,737,26,,,119.32,0.54,2002,,,0.12,,,457,45.7,,,0.05484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, mull",1.17,48.33,France,,,,11.28560606,651.2818182,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OF,2,3,-1,0,497,top of mineral soil,,107,107,5,,,,,110,0.51,2002,,,0.12,,,346.2,34.62,,,0.041544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, mull",1.17,48.33,France,,,,11.28560606,651.2818182,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A11,3,7.4,0,4.4,497,top of mineral soil,,111,111,6,,,,,110.37,0.57,2002,,,0.614,,,115.3,11.53,,,0.0707942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, mull",1.17,48.33,France,,,,11.28560606,651.2818182,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A12,7.4,10.5,4.4,7.5,497,top of mineral soil,,36,36,5,,,,,102.99,0.48,2002,,,1.081,,,35.4,3.54,,,0.0382674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, mull",1.17,48.33,France,,,,11.28560606,651.2818182,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A21,10.5,18,7.5,15,497,top of mineral soil,,-5,-5,5,,,,,98.85,0.48,2002,,,1.219,,,20.5,2.05,,,0.0249895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, mull",1.17,48.33,France,,,,11.28560606,651.2818182,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A22+A23,18,33,15,30,497,top of mineral soil,,-78,-78,4,,,,,91.6,0.43,2002,,,1.341,,,10.7,1.07,,,0.0143487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,"FOU2, mull",1.17,48.33,France,,,,11.28560606,651.2818182,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A24+A25,33,48,30,45,497,top of mineral soil,,-135,-135,4,,,,,85.97,0.41,2002,,,1.41,,,6.6,0.66,,,0.009306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU3,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OL,0,1,-5.65,-4.65,495,top of mineral soil,,,,,47,36,,,,,1997,,,0.12,,,350,35,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU3,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OF,1,2.35,-4.65,-3.3,495,top of mineral soil,,158,158,5,539,35,,,115.1,0.5,1997,,,0.12,,,388.1,38.81,,,0.046572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU3,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OH1,2.35,4,-3.3,-1.65,495,top of mineral soil,,281,281,6,1283,35,,,127.4,0.6,1997,,,0.12,,,358.1,35.81,,,0.042972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU3,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OH2,4,5.65,-1.65,0,495,top of mineral soil,,127,127,6,,,,,112.1,0.6,1997,,,0.306,,,193.2,19.32,,,0.0591192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU3,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A-OH3,5.65,6.8,0,1.15,495,top of mineral soil,,40,40,6,,,,,103.4,0.6,1997,,,0.666,,,104.2,10.42,,,0.0693972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU3,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A11,6.8,9.15,1.15,3.5,495,top of mineral soil,,12,12,6,,,,,100.6,0.6,1997,,,0.976,,,49.3,4.93,,,0.0481168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU3,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A12,9.15,11.5,3.5,5.85,495,top of mineral soil,,59,59,3,,,,,105.3,0.3,1997,,,1.088,,,34.5,3.45,,,0.037536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU3,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A21,11.5,16.8,5.85,11.15,495,top of mineral soil,,,,,,,,,,,1997,,,1.165,,,25.8,2.58,,,0.030057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU3,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A22,16.8,24.35,11.15,18.7,495,top of mineral soil,,,,,,,,,,,1997,,,1.284,,,14.9,1.49,,,0.0191316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU3,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A23,24.35,31.35,18.7,25.7,495,top of mineral soil,,,,,,,,,,,1997,,,1.331,,,11.4,1.14,,,0.0151734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU3,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A24,31.35,38.35,25.7,32.7,495,top of mineral soil,,,,,,,,,,,1997,,,1.352,,,10,1,,,0.01352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU3,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A2B1,38.35,48.35,32.7,42.7,495,top of mineral soil,,,,,,,,,,,1997,,,1.391,,,7.6,0.76,,,0.0105716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU4,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OL,0,1,-4.3,-3.3,496,top of mineral soil,,145,145,5,,,,,113.9,0.5,1997,,,0.12,,,448,44.8,,,0.05376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU4,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OF,1,2,-3.3,-2.3,496,top of mineral soil,,145,145,5,,,,,117.8,0.5,1997,,,0.12,,,428.8,42.88,,,0.051456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU4,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OH1,2,3.2,-2.3,-1.1,496,top of mineral soil,,267,267,5,,,,,126,0.5,1997,,,0.12,,,342,34.2,,,0.04104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU4,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,OH2,3.2,4.3,-1.1,0,496,top of mineral soil,,214,214,5,,,,,120.7,0.5,1997,,,0.12,,,297.7,29.77,,,0.035724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU4,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A-OH3,4.3,5,0,0.7,496,top of mineral soil,,144,144,5,,,,,113.8,0.5,1997,,,0.575,,,124.2,12.42,,,0.071415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU4,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A11,5,7,0.7,2.7,496,top of mineral soil,,67,67,5,,,,,106.1,0.5,1997,,,0.977,,,49.2,4.92,,,0.0480684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU4,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A12,7,10.7,2.7,6.4,496,top of mineral soil,,12,12,5,,,,,100.6,0.5,1997,,,1.147,,,27.7,2.77,,,0.0317719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU4,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A13,10.7,19.4,6.4,15.1,496,top of mineral soil,,-40.5,-40.5,4,,,,,95.4,0.4,1997,,,1.288,,,14.6,1.46,,,0.0188048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU4,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A21,19.4,26.4,15.1,22.1,496,top of mineral soil,,-87.7,-87.7,3,,,,,90.7,0.3,1997,,,1.355,,,9.8,0.98,,,0.013279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU4,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A22,26.4,32.7,22.1,28.4,496,top of mineral soil,,,,,,,,,,,1997,,,1.373,,,8.7,0.87,,,0.0119451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU4,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A23,32.7,39.7,28.4,35.4,496,top of mineral soil,,,,,,,,,,,1997,,,1.399,,,7.2,0.72,,,0.0100728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,FOU4,1.17,48.33,France,,,,11.03636364,590.7181818,130,Alf,Alf,,luvisol,,fagus sylvatica,,2,2,temperate forest,2,4,,,,,,,,,,,A2B1,39.7,45.2,35.4,40.9,496,top of mineral soil,,,,,332,33,,,,,1997,,,1.421,,,6,0.6,,,0.008526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chabbi_2009_SoilBiolBiochem,profil 1,0.124819,46.420253,France,SouthWest,,,12.14621212,829.5,,,Alf,,,,,,,5,cropland,2,4,,,,,,,,,,,S1 (matrix),60,100,60,100,321,top of mineral soil,,,,,,,,,,,2003,,,1.509,,,2.4,0.24,,,0.0036216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chabbi_2009_SoilBiolBiochem,profil 1,0.124819,46.420253,France,SouthWest,,,12.14621212,829.5,,,Alf,,,,,,,5,cropland,2,4,,,,,,,,,,,C (matrix),100,140,100,140,321,top of mineral soil,,-520,-520,5,-1397,34,,,48,0.5,2003,,,1.509,,,2.4,0.24,,,0.0036216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,Baudes 92 years,-0.5772,44.6428,France,,,,14.27045455,1052.290909,55,Spo,Spo,,"umbric podzol, humic",,maritime pine 92 years old,,2,2,temperate forest,2,5,,,,,,,,,,,mat de mollinie,0,0.5,-2.5,-2,494,top of mineral soil,,141,141,5,373,35,,,113.35,0.47,2003,,,0.12,,,453.7,45.37,,,0.054444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillet_2010_Carbofor,Baudes 92 years,-0.5772,44.6428,France,,,,14.27045455,1052.290909,55,Spo,Spo,,"umbric podzol, humic",,maritime pine 92 years old,,2,2,temperate forest,2,5,,,,,,,,,,,OL,0.5,1,-2,-1.5,494,top of mineral soil,,140,140,5,825,36,,,113.31,0.52,2003,,,0.12,,,468.8,46.88,,,0.056256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
