Author,Site,Lon,Lat,Country,State_City,MAT_original,MAP_original,MAT,MAP,Elevation,SoilOrder_LEN_USDA_original,SoilOrder_LEN_USDA,Suborder,SoilOrder,SoilTextureClass,VegLocal,VegType_Species,VegTypeCode_Local_original,VegTypeCode_Local,VegTypeCodeStr_Local,clim_code_whittaker,clim_code,ParentMaterial,Slope,SlopePosition,Aspect,Abovegd_litterfall,DrainedClass,Core_Layer_Name,Hzn1,Hzn2,Hzn3,HorizonDesignation,Layer_top,Layer_bottom,Layer_top_norm,Layer_bottom_norm,ProfileID,ProfileZeroDesignation,d13C,D14C_BulkLayer_text,D14C_BulkLayer,D14C_err,14C_age,14C_age_sigma,TT,Terrace Age,FractionModern,FractionModern_sigma,SampleYear,Measurement_Year,BulkDensity_original,BulkDensity,SpecificSurfaceArea,PH_H2O,pct_C_original,pct_C,pct_N,CN,Cmass,sand_pct,silt_pct,clay_pct,cation_exch,Fe_d,Fe_o,Fep,Alp,Ald,Alo,Feo and Alo,Fep,Alp,Feo,Alo,Fed,Ald,Al,Fe,Fe-oxideMinerals,Smectite,nonxtalline,poorly_crystalline_aluminosilicate,noncrystalline_minerals_pct_weight,notes,reference,doi,title,USDA classificiation,Brazilian classification,FAO classification ,AMS lab ,number,avail P extr with HCl_H2SO4,Ext Ca_withKCl,Ext Mg_with_KCl,Ext Al _with_KCl
Cherkinsky_1996_Radiocarbon,Humic Podzol,42.57,66.42,Russia,Mezen Series,,,-0.922727273,526.8818182,10,,Ent,,,,tundra: mosses with no lichens and dwarf birches,,9,9,tundra,2,1,,,,,,,,,,,,19,38,19,38,290,top of mineral soil,,-277,-277,4,1790,70,,,72.9,0.4,1986,,,1.092,,,3.4,3.4,,,0.037128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherkinsky_1996_Radiocarbon,Humic Podzol,42.57,66.42,Russia,Mezen Series,,,-0.922727273,526.8818182,10,,Ent,,,,tundra: mosses with no lichens and dwarf birches,,9,9,tundra,2,1,,,,,,,,,,,,38,72,38,72,290,top of mineral soil,,-312,-312,6,200,50,,,69.6,0.5,1986,,,1.323,,,1.2,1.2,,,0.015876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherkinsky_1996_Radiocarbon,Dystric Gleysol,42.57,66.42,Russia,Mezen Series,,,-0.922727273,526.8818182,10,,Ent,,,,tundra: densely covered with dwarf birch and mosses with sedges,,9,9,tundra,2,1,,,,,,,,,,,peat,0,9,0,9,291,top of mineral soil,,90,90,5,-1171,48,,,109,0.5,1986,,,0.12,,,40.7,40.7,,,0.04884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherkinsky_1996_Radiocarbon,Dystric Gleysol,42.57,66.42,Russia,Mezen Series,,,-0.922727273,526.8818182,10,,Ent,,,,tundra: densely covered with dwarf birch and mosses with sedges,,9,9,tundra,2,1,,,,,,,,,,,peat,33,39,33,39,291,top of mineral soil,,-476,-476,4,2020,40,,,53.4,0.5,1986,,,0.12,,,38.6,38.6,,,0.04632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherkinsky_1996_Radiocarbon,Dystric Gleysol,42.57,66.42,Russia,Mezen Series,,,-0.922727273,526.8818182,10,,Ent,,,,tundra: densely covered with dwarf birch and mosses with sedges,,9,9,tundra,2,1,,,,,,,,,,,,39,42,39,42,291,top of mineral soil,,-448,-448,3,2610,40,,,56.2,0.5,1986,,,1.06,,,3.8,3.8,,,0.04028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherkinsky_1996_Radiocarbon,Dystric Gleysol,42.57,66.42,Russia,Mezen Series,,,-0.922727273,526.8818182,10,,Ent,,,,tundra: densely covered with dwarf birch and mosses with sedges,,9,9,tundra,2,1,,,,,,,,,,,,42,47,42,47,291,top of mineral soil,,-446,-446,4,-692,37,,,56.3,0.5,1986,,,1.163,,,2.6,2.6,,,0.030238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherkinsky_1996_Radiocarbon,Dystric Gleysol,42.57,66.42,Russia,Mezen Series,,,-0.922727273,526.8818182,10,,Ent,,,,tundra: densely covered with dwarf birch and mosses with sedges,,9,9,tundra,2,1,,,,,,,,,,,,47,55,47,55,291,top of mineral soil,,-389,-389,8,4770,50,,,61.9,0.8,1986,,,1.193,,,2.3,2.3,,,0.027439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovda_2001_Radiocarbon,microhigh,42.2511,44.6381,Russia,North Caucasus,,,8.728030303,661.0181818,470,Ert,Ert,,"Vertisol, Ustert,Haplustert, Sodic Haplustert",,steppe,,4,4,grassland,2,4,,,,,,,,,,,A2,7,26,7,26,227,top of mineral soil,,-133,-133,3,1483,72,,,86.7,0.3,1961,,,1.253,,,1.75,1.75,,,0.0219275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovda_2001_Radiocarbon,microhigh,42.2511,44.6381,Russia,North Caucasus,,,8.728030303,661.0181818,470,Ert,Ert,,"Vertisol, Ustert,Haplustert, Sodic Haplustert",,steppe,,4,4,grassland,2,4,,,,,,,,,,,Bk,26,57,26,57,227,top of mineral soil,,-329,-329,7,1698,72,,,67.1,0.7,1961,,,1.33,,,1.15,1.15,,,0.015295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovda_2001_Radiocarbon,microhigh,42.2511,44.6381,Russia,North Caucasus,,,8.728030303,661.0181818,470,Ert,Ert,,"Vertisol, Ustert,Haplustert, Sodic Haplustert",,steppe,,4,4,grassland,2,4,,,,,,,,,,,Bkss,57,90,57,90,227,top of mineral soil,,-503,-503,11,1945,72,,,49.7,1.1,1961,,,1.373,,,0.87,0.87,,,0.0119451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovda_2001_Radiocarbon,microslope,42.2511,44.6381,Russia,North Caucasus,,,9.357575758,623.2636364,470,Ert,Ert,,"Vertisol, Ustert, Haplustert, Sodic Haplustert",,steppe,,4,4,grassland,2,4,,,,,,,,,,,Bk,45,76,45,76,228,top of mineral soil,,-244,-244,11,2883,77,,,75.6,1.1,1999,,,1.237,,,1.89,1.89,,,0.0233793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovda_2001_Radiocarbon,microslope,42.2511,44.6381,Russia,North Caucasus,,,9.357575758,623.2636364,470,Ert,Ert,,"Vertisol, Ustert, Haplustert, Sodic Haplustert",,steppe,,4,4,grassland,2,4,,,,,,,,,,,Bkss,76,95,76,95,228,top of mineral soil,,-316,-316,9,1140,30,,,68.4,0.9,1999,,,1.244,,,1.82,1.82,,,0.0226408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovda_2001_Radiocarbon,microslope,42.2511,44.6381,Russia,North Caucasus,,,9.357575758,623.2636364,470,Ert,Ert,,"Vertisol, Ustert, Haplustert, Sodic Haplustert",,steppe,,4,4,grassland,2,4,,,,,,,,,,,Bkss,95,116,95,116,228,top of mineral soil,,-327,-327,5,3200,80,,,67.3,0.5,1999,,,1.296,,,1.4,1.4,,,0.018144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovda_2001_Radiocarbon,microslope,42.2511,44.6381,Russia,North Caucasus,,,9.357575758,623.2636364,470,Ert,Ert,,"Vertisol, Ustert, Haplustert, Sodic Haplustert",,steppe,,4,4,grassland,2,4,,,,,,,,,,,Bkss,116,144,116,144,228,top of mineral soil,,-374,-374,14,5610,180,,,62.6,1.4,1999,,,1.334,,,1.12,1.12,,,0.0149408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovda_2001_Radiocarbon,microlow,42.2511,44.6381,Russia,North Caucasus,,,9.357575758,623.2636364,470,Ert,Ert,,"Vertisol, Aquert, Epiaquert, Typic Epiaquert",,steppe,,4,4,grassland,2,4,,,,,,,,,,,A2,8,23,8,23,229,top of mineral soil,,-15,-15,6,2200,120,,,98.5,0.6,1999,,,0.964,,,5.11,5.11,,,0.0492604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovda_2001_Radiocarbon,microlow,42.2511,44.6381,Russia,North Caucasus,,,9.357575758,623.2636364,470,Ert,Ert,,"Vertisol, Aquert, Epiaquert, Typic Epiaquert",,steppe,,4,4,grassland,2,4,,,,,,,,,,,A3,23,58,23,58,229,top of mineral soil,,-137,-137,10,3000,110,,,86.3,1,1999,,,1.167,,,2.56,2.56,,,0.0298752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovda_2001_Radiocarbon,microlow,42.2511,44.6381,Russia,North Caucasus,,,9.357575758,623.2636364,470,Ert,Ert,,"Vertisol, Aquert, Epiaquert, Typic Epiaquert",,steppe,,4,4,grassland,2,4,,,,,,,,,,,Bk,58,113,58,113,229,top of mineral soil,,-252,-252,39,3130,60,,,74.8,3.9,1999,,,1.237,,,1.89,1.89,,,0.0233793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kovda_2001_Radiocarbon,microlow,42.2511,44.6381,Russia,North Caucasus,,,9.357575758,623.2636364,470,Ert,Ert,,"Vertisol, Aquert, Epiaquert, Typic Epiaquert",,steppe,,4,4,grassland,2,4,,,,,,,,,,,Bkss,113,145,113,145,229,top of mineral soil,,-330,-330,9,3720,180,,,67,0.9,1999,,,1.318,,,1.23,1.23,,,0.0162114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 1,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,0-5,A,A,,A1,0,5,0,5,33,top of mineral soil,-25.92414995,-20,-20,,,,,,0.9858,,1997,,0.61,0.61,,,7.797537804,7.797537804,0.657787502,11.85418966,0.047564981,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 1,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,12-May,A,A,,A,5,12,5,12,33,top of mineral soil,-25.58171051,-91.6,-91.6,,,,,,0.9138,,1997,,0.68,0.68,,,6.800837755,6.800837755,0.587872386,11.56856134,0.046245697,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 1,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,20-Dec,A,A,,A,12,20,12,20,33,top of mineral soil,-25.40246163,-137.7381818,-137.7381818,,,,,,,,1997,,0.73,0.73,,,6.623683929,6.623683929,0.559473187,11.83914455,0.048352893,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 1,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,20-36,A,A,,A,20,36,20,36,33,top of mineral soil,-25.23532441,-230.0145455,-230.0145455,,,,,,,,1997,,0.72,0.72,,,4.95835042,4.95835042,0.406610847,12.19433879,0.035700123,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 1,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,36-50,A,A,,A,36,50,36,50,33,top of mineral soil,-24.45665885,-310.7563636,-310.7563636,,,,,,,,1997,,0.85,0.85,,,3.48838377,3.48838377,0.283099771,12.32210031,0.029651262,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 1,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,50-58,AB,,,AB,50,58,50,58,33,top of mineral soil,-24.95022248,-356.8945455,-356.8945455,,,,,,,,1997,,1.01,1.01,,,2.864420652,2.864420652,0.23062098,12.42046864,0.028930649,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 1,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,58-75,AB,,,AB,58,75,58,75,33,top of mineral soil,-24.95306827,-454.9381818,-454.9381818,,,,,,,,1997,,1.17,1.17,,,2.155275702,2.155275702,0.182206824,11.82873204,0.025216726,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 1,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,75-82,B,,,B,75,82,75,82,33,top of mineral soil,-24.84788435,-495.3090909,-495.3090909,,,,,,,,1997,,1.2,1.2,,,1.734748721,1.734748721,0.160316862,10.82075022,0.020816985,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 1,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,82-102,B,,,B,82,102,82,102,33,top of mineral soil,-23.96620659,-610.6545455,-610.6545455,,,,,,,,1997,,1.23,1.23,,,0.646532416,0.646532416,0.073126934,8.841235053,0.007952349,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 1,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,102-122,B,,,B,102,122,102,122,33,top of mineral soil,-23.44005827,-726,-726,,,,,,0.2756,,1997,,1.24,1.24,,,0.476893991,0.476893991,0.056487957,8.442401114,0.005913485,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 2,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,0-5,A,A,,A,0,5,0,5,34,top of mineral soil,-26.19696974,79.34,79.34,,,,,,1.0856,,1997,,0.52,0.52,,6.63,10.03230715,10.03230715,0.977531224,10.26290199,0.052167997,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 2,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,13-May,A,A,,A,5,13,5,13,34,top of mineral soil,-25.99247129,-99.37,-99.37,,,,,,0.9059,,1997,,0.82,0.82,,6.88,6.101457119,6.101457119,0.553798676,11.01746427,0.050031948,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 2,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,13-21,A,A,,A,13,21,13,21,34,top of mineral soil,-25.81194171,-150.5,-150.5,,,,,,0.8546,,1997,,0.84,0.84,,7.04,5.534241915,5.534241915,0.469957903,11.77603755,0.046487632,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 2,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,21-37,A,A,,A,21,37,21,37,34,top of mineral soil,-25.5903771,-233.97,-233.97,,,,,,0.7705,,1997,,0.86,0.86,,7.04,4.657225847,4.657225847,0.372319937,12.5086663,0.040052142,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 2,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,37-45,A,A,,A,37,45,37,45,34,top of mineral soil,-25.63263148,-321.9,-321.9,,,,,,0.6821,,1997,,0.99,0.99,,7.06,3.666618109,3.666618109,0.290826216,12.60759142,0.036299519,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 2,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,45-53,AB,,,A (AB*),45,53,45,53,34,top of mineral soil,-25.01857343,-382.79,-382.79,,,,,,0.6208,,1997,,1.12,1.12,,7.34,2.585480928,2.585480928,0.206018537,12.54974898,0.028957386,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 2,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,53-68,AB,,,A (AB*),53,68,53,68,34,top of mineral soil,-24.90081744,-386.045,-386.045,,,,,,0.61755,,1997,,1.32,1.32,,7.34,1.343501031,1.343501031,0.122948501,10.92734777,0.017734214,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 2,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,68-90,AB,,,AB,68,90,68,90,34,top of mineral soil,-24.74936611,-389.3,-389.3,,,,,,0.6143,,1997,,1.32,1.32,,7.34,0.872246653,0.872246653,0.09251738,9.427922148,0.011513656,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 2,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,90-107,AB,,,AB,90,107,90,107,34,top of mineral soil,-23.95029293,-543,-543,,,,,,0.4598,,1997,,1.32,1.32,,9.05,0.398878679,0.398878679,0.046839811,8.515804632,0.005265199,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve 2,40.43,51.01,Russia,Roronazh,6.6,507.7,6.6,507.7,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,107-130,B,,,B,107,130,107,130,34,top of mineral soil,-24.53944809,-377.5,-377.5,,,,,,0.6262,,1997,,1.32,1.32,,9.05,0.741731107,0.741731107,0.081422191,9.109692298,0.009790851,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve Archive,40.43,51.01,Russia,Roronazh,5.3,438.5,5.3,438.5,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,0-5,A,A,,A,0,5,0,5,32,top of mineral soil,-25.82328844,-49.54602352,-49.54602352,,,,,,0.955872939,,1900,,0.52,0.52,,,10.5260525,10.5260525,0.916343331,11.48701817,0.054735473,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve Archive,40.43,51.01,Russia,Roronazh,5.3,438.5,5.3,438.5,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,12-May,A,A,,A,5,12,5,12,32,top of mineral soil,-25.8865815,-83.76397693,-83.76397693,,,,,,0.921459894,,1900,,0.68,0.68,,,8.1471796,8.1471796,0.707396477,11.5171334,0.055400821,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
Torn_Lydia,Kamennaya Steppe Preserve Archive,40.43,51.01,Russia,Roronazh,5.3,438.5,5.3,438.5,200,Oll,Oll,,,,herbaceous perennials with some encroachment of woody perennials,"Festuca sulcata with Knautia arvensis, Veronica spicata, and Sedum acre",6,6,shrublands,2,4,Brown-yellow carbonate loess and clay deposited ~4500-6000 years ago,,,,,,20-Dec,A,A,,A,12,20,12,20,32,top of mineral soil,-25.36480148,-169.5101425,-169.5101425,,,,,,0.835224851,,1900,,0.73,0.73,,,5.965061665,5.965061665,0.503525779,11.84658645,0.04354495,,,,,,,,,,,,,,,,,,,,,,,,,,Torn_GCB2002,10.1046/j.1365-2486.2002.00477.x,Organic carbon and carbon isotopes in modern and 100?year?old?soil archives of the Russian steppe,,,,,,,,,
